id,title,year,rated,director,plot,poster,runtime,box_office,rating_id,movie_id_x,letterboxd_score,rotten_tomatoes_score,score_difference,movie_id_y,genre_id,name
979,Hustlers,2019,R,Lorene Scafaria,"Inspired by the viral New York Magazine article, ""Hustlers"" follows a crew of savvy former strip-club employees who band together to turn the tables on their Wall Street clients.",https://m.media-amazon.com/images/M/MV5BYzczZjhlODEtZDk5OS00MTdjLThlZWEtYzExY2IxNWVlMjk1XkEyXkFqcGc@._V1_SX300.jpg,110.0,104963598,979,979,66.0,88.0,-22.0,979,6,Crime
979,Hustlers,2019,R,Lorene Scafaria,"Inspired by the viral New York Magazine article, ""Hustlers"" follows a crew of savvy former strip-club employees who band together to turn the tables on their Wall Street clients.",https://m.media-amazon.com/images/M/MV5BYzczZjhlODEtZDk5OS00MTdjLThlZWEtYzExY2IxNWVlMjk1XkEyXkFqcGc@._V1_SX300.jpg,110.0,104963598,979,979,66.0,88.0,-22.0,979,8,Drama
980,Mission: Impossible III,2006,PG-13,J.J. Abrams,IMF agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fiancée in response.,https://m.media-amazon.com/images/M/MV5BNzY1MzdjMjYtNDJiZS00N2U4LWI0MWQtZTRiZWYxMzU3ZmI4XkEyXkFqcGc@._V1_SX300.jpg,126.0,134029801,980,980,67.0,73.0,-6.0,980,1,Action
980,Mission: Impossible III,2006,PG-13,J.J. Abrams,IMF agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fiancée in response.,https://m.media-amazon.com/images/M/MV5BNzY1MzdjMjYtNDJiZS00N2U4LWI0MWQtZTRiZWYxMzU3ZmI4XkEyXkFqcGc@._V1_SX300.jpg,126.0,134029801,980,980,67.0,73.0,-6.0,980,2,Adventure
980,Mission: Impossible III,2006,PG-13,J.J. Abrams,IMF agent Ethan Hunt comes into conflict with a dangerous and sadistic arms dealer who threatens his life and his fiancée in response.,https://m.media-amazon.com/images/M/MV5BNzY1MzdjMjYtNDJiZS00N2U4LWI0MWQtZTRiZWYxMzU3ZmI4XkEyXkFqcGc@._V1_SX300.jpg,126.0,134029801,980,980,67.0,73.0,-6.0,980,22,Thriller
981,Me and Earl and the Dying Girl,2015,PG-13,Alfonso Gomez-Rejon,"High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.",https://m.media-amazon.com/images/M/MV5BNTA1NzUzNjY4MV5BMl5BanBnXkFtZTgwNDU0MDI0NTE@._V1_SX300.jpg,105.0,6758416,981,981,76.0,81.0,-5.0,981,5,Comedy
981,Me and Earl and the Dying Girl,2015,PG-13,Alfonso Gomez-Rejon,"High schooler Greg, who spends most of his time making parodies of classic movies with his co-worker Earl, finds his outlook forever altered after befriending a classmate who has just been diagnosed with cancer.",https://m.media-amazon.com/images/M/MV5BNTA1NzUzNjY4MV5BMl5BanBnXkFtZTgwNDU0MDI0NTE@._V1_SX300.jpg,105.0,6758416,981,981,76.0,81.0,-5.0,981,8,Drama
982,Audition,1999,R,Takashi Miike,"A widower has his film producer friend organize a fake audition as a means of helping him find a new girlfriend, but the woman he selects is not who she appears to be.",https://m.media-amazon.com/images/M/MV5BMTI5MmFlZjgtNjNhNC00NTFlLWEzZTctYjNjZDdjYjVmNjExXkEyXkFqcGc@._V1_SX300.jpg,115.0,131296,982,982,76.0,82.0,-6.0,982,8,Drama
982,Audition,1999,R,Takashi Miike,"A widower has his film producer friend organize a fake audition as a means of helping him find a new girlfriend, but the woman he selects is not who she appears to be.",https://m.media-amazon.com/images/M/MV5BMTI5MmFlZjgtNjNhNC00NTFlLWEzZTctYjNjZDdjYjVmNjExXkEyXkFqcGc@._V1_SX300.jpg,115.0,131296,982,982,76.0,82.0,-6.0,982,13,Horror
982,Audition,1999,R,Takashi Miike,"A widower has his film producer friend organize a fake audition as a means of helping him find a new girlfriend, but the woman he selects is not who she appears to be.",https://m.media-amazon.com/images/M/MV5BMTI5MmFlZjgtNjNhNC00NTFlLWEzZTctYjNjZDdjYjVmNjExXkEyXkFqcGc@._V1_SX300.jpg,115.0,131296,982,982,76.0,82.0,-6.0,982,16,Mystery
983,Rashomon,1950,Not Rated,Akira Kurosawa,"The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter.",https://m.media-amazon.com/images/M/MV5BMjEzMzA4NDE2OF5BMl5BanBnXkFtZTcwNTc5MDI2NQ@@._V1_SX300.jpg,88.0,46808,983,983,85.0,98.0,-13.0,983,6,Crime
983,Rashomon,1950,Not Rated,Akira Kurosawa,"The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter.",https://m.media-amazon.com/images/M/MV5BMjEzMzA4NDE2OF5BMl5BanBnXkFtZTcwNTc5MDI2NQ@@._V1_SX300.jpg,88.0,46808,983,983,85.0,98.0,-13.0,983,8,Drama
983,Rashomon,1950,Not Rated,Akira Kurosawa,"The rape of a bride and the murder of her samurai husband are recalled from the perspectives of a bandit, the bride, the samurai's ghost and a woodcutter.",https://m.media-amazon.com/images/M/MV5BMjEzMzA4NDE2OF5BMl5BanBnXkFtZTcwNTc5MDI2NQ@@._V1_SX300.jpg,88.0,46808,983,983,85.0,98.0,-13.0,983,16,Mystery
984,The Deer Hunter,1978,R,Michael Cimino,An in-depth examination of the ways in which the Vietnam War impacts and disrupts the lives of several friends in a small steel mill town in Pennsylvania.,https://m.media-amazon.com/images/M/MV5BZGI4YmVhMzMtMWExMS00MGZiLTg2MmItM2I2MWZjODAyM2U5XkEyXkFqcGc@._V1_SX300.jpg,183.0,48979328,984,984,84.0,86.0,-2.0,984,8,Drama
984,The Deer Hunter,1978,R,Michael Cimino,An in-depth examination of the ways in which the Vietnam War impacts and disrupts the lives of several friends in a small steel mill town in Pennsylvania.,https://m.media-amazon.com/images/M/MV5BZGI4YmVhMzMtMWExMS00MGZiLTg2MmItM2I2MWZjODAyM2U5XkEyXkFqcGc@._V1_SX300.jpg,183.0,48979328,984,984,84.0,86.0,-2.0,984,23,War
985,The Mist,2007,R,Frank Darabont,"After a massive thunderstorm, an eerie, unwavering fog descends upon a Maine community. Locals seek refuge in a grocery store from the monstrous creatures now roaming the countryside killing everyone they encounter.",https://m.media-amazon.com/images/M/MV5BMTU2NjQyNDY1Ml5BMl5BanBnXkFtZTcwMTk1MDU1MQ@@._V1_SX300.jpg,126.0,25594957,985,985,68.0,73.0,-5.0,985,13,Horror
985,The Mist,2007,R,Frank Darabont,"After a massive thunderstorm, an eerie, unwavering fog descends upon a Maine community. Locals seek refuge in a grocery store from the monstrous creatures now roaming the countryside killing everyone they encounter.",https://m.media-amazon.com/images/M/MV5BMTU2NjQyNDY1Ml5BMl5BanBnXkFtZTcwMTk1MDU1MQ@@._V1_SX300.jpg,126.0,25594957,985,985,68.0,73.0,-5.0,985,19,Sci-Fi
985,The Mist,2007,R,Frank Darabont,"After a massive thunderstorm, an eerie, unwavering fog descends upon a Maine community. Locals seek refuge in a grocery store from the monstrous creatures now roaming the countryside killing everyone they encounter.",https://m.media-amazon.com/images/M/MV5BMTU2NjQyNDY1Ml5BMl5BanBnXkFtZTcwMTk1MDU1MQ@@._V1_SX300.jpg,126.0,25594957,985,985,68.0,73.0,-5.0,985,22,Thriller
986,The Host,2006,R,Bong Joon Ho,A monster emerges from Seoul's Han River and begins attacking people. One victim's loving family does what it can to rescue her from its clutches.,https://m.media-amazon.com/images/M/MV5BMTU4OTEzMzg4OF5BMl5BanBnXkFtZTcwMzUyNzYzMQ@@._V1_SX300.jpg,120.0,2201923,986,986,75.0,93.0,-18.0,986,8,Drama
986,The Host,2006,R,Bong Joon Ho,A monster emerges from Seoul's Han River and begins attacking people. One victim's loving family does what it can to rescue her from its clutches.,https://m.media-amazon.com/images/M/MV5BMTU4OTEzMzg4OF5BMl5BanBnXkFtZTcwMzUyNzYzMQ@@._V1_SX300.jpg,120.0,2201923,986,986,75.0,93.0,-18.0,986,13,Horror
986,The Host,2006,R,Bong Joon Ho,A monster emerges from Seoul's Han River and begins attacking people. One victim's loving family does what it can to rescue her from its clutches.,https://m.media-amazon.com/images/M/MV5BMTU4OTEzMzg4OF5BMl5BanBnXkFtZTcwMzUyNzYzMQ@@._V1_SX300.jpg,120.0,2201923,986,986,75.0,93.0,-18.0,986,19,Sci-Fi
987,Blonde,2022,NC-17,Andrew Dominik,"The story of American actress Marilyn Monroe, covering her love and professional lives.",https://m.media-amazon.com/images/M/MV5BMDllNjNhMWYtZTg0ZC00ZTE3LWI3MDgtMThiOTY0NTBmOGI4XkEyXkFqcGc@._V1_SX300.jpg,167.0,0,987,987,41.0,42.0,-1.0,987,8,Drama
987,Blonde,2022,NC-17,Andrew Dominik,"The story of American actress Marilyn Monroe, covering her love and professional lives.",https://m.media-amazon.com/images/M/MV5BMDllNjNhMWYtZTg0ZC00ZTE3LWI3MDgtMThiOTY0NTBmOGI4XkEyXkFqcGc@._V1_SX300.jpg,167.0,0,987,987,41.0,42.0,-1.0,987,12,History
988,Halloween Kills,2021,R,David Gordon Green,Surviving victims of Michael Myers form a vigilante mob and vow to end his reign of terror.,https://m.media-amazon.com/images/M/MV5BMDZjMzJjYzMtMzkxMi00ODdiLTkyZTctMzY3MGNmOTRlZmQ3XkEyXkFqcGc@._V1_SX300.jpg,105.0,92002155,988,988,49.0,39.0,10.0,988,1,Action
988,Halloween Kills,2021,R,David Gordon Green,Surviving victims of Michael Myers form a vigilante mob and vow to end his reign of terror.,https://m.media-amazon.com/images/M/MV5BMDZjMzJjYzMtMzkxMi00ODdiLTkyZTctMzY3MGNmOTRlZmQ3XkEyXkFqcGc@._V1_SX300.jpg,105.0,92002155,988,988,49.0,39.0,10.0,988,8,Drama
988,Halloween Kills,2021,R,David Gordon Green,Surviving victims of Michael Myers form a vigilante mob and vow to end his reign of terror.,https://m.media-amazon.com/images/M/MV5BMDZjMzJjYzMtMzkxMi00ODdiLTkyZTctMzY3MGNmOTRlZmQ3XkEyXkFqcGc@._V1_SX300.jpg,105.0,92002155,988,988,49.0,39.0,10.0,988,13,Horror
989,Damsel,2024,PG-13,Juan Carlos Fresnadillo,"A dutiful damsel agrees to marry a handsome prince, only to find the royal family has recruited her as a sacrifice to repay an ancient debt.",https://m.media-amazon.com/images/M/MV5BZTAzODc1ZjUtNGQwZS00YTc2LTliNzQtMDdlNzllNmU5Yzk4XkEyXkFqcGc@._V1_SX300.jpg,110.0,0,989,989,50.0,56.0,-6.0,989,1,Action
989,Damsel,2024,PG-13,Juan Carlos Fresnadillo,"A dutiful damsel agrees to marry a handsome prince, only to find the royal family has recruited her as a sacrifice to repay an ancient debt.",https://m.media-amazon.com/images/M/MV5BZTAzODc1ZjUtNGQwZS00YTc2LTliNzQtMDdlNzllNmU5Yzk4XkEyXkFqcGc@._V1_SX300.jpg,110.0,0,989,989,50.0,56.0,-6.0,989,2,Adventure
989,Damsel,2024,PG-13,Juan Carlos Fresnadillo,"A dutiful damsel agrees to marry a handsome prince, only to find the royal family has recruited her as a sacrifice to repay an ancient debt.",https://m.media-amazon.com/images/M/MV5BZTAzODc1ZjUtNGQwZS00YTc2LTliNzQtMDdlNzllNmU5Yzk4XkEyXkFqcGc@._V1_SX300.jpg,110.0,0,989,989,50.0,56.0,-6.0,989,10,Fantasy
990,The Love Witch,2016,Unrated,Anna Biller,"A modern-day witch uses spells and magic to get men to fall in love with her, with deadly consequences.",https://m.media-amazon.com/images/M/MV5BMjA5NDEyMjQwNV5BMl5BanBnXkFtZTgwNDQ1MjMwMDI@._V1_SX300.jpg,120.0,228894,990,990,70.0,95.0,-25.0,990,5,Comedy
990,The Love Witch,2016,Unrated,Anna Biller,"A modern-day witch uses spells and magic to get men to fall in love with her, with deadly consequences.",https://m.media-amazon.com/images/M/MV5BMjA5NDEyMjQwNV5BMl5BanBnXkFtZTgwNDQ1MjMwMDI@._V1_SX300.jpg,120.0,228894,990,990,70.0,95.0,-25.0,990,13,Horror
990,The Love Witch,2016,Unrated,Anna Biller,"A modern-day witch uses spells and magic to get men to fall in love with her, with deadly consequences.",https://m.media-amazon.com/images/M/MV5BMjA5NDEyMjQwNV5BMl5BanBnXkFtZTgwNDQ1MjMwMDI@._V1_SX300.jpg,120.0,228894,990,990,70.0,95.0,-25.0,990,18,Romance
991,Mank,2020,R,David Fincher,1930s Hollywood is re-evaluated through the eyes of scathing social critic and alcoholic screenwriter Herman J. Mankiewicz as he races to finish the screenplay of Citizen Kane (1941).,https://m.media-amazon.com/images/M/MV5BOTA0NTI1ODYtZDVkMy00ZDU5LThiODgtYjEzYmNlZmUyYTg0XkEyXkFqcGc@._V1_SX300.jpg,131.0,0,991,991,66.0,83.0,-17.0,991,4,Biography
991,Mank,2020,R,David Fincher,1930s Hollywood is re-evaluated through the eyes of scathing social critic and alcoholic screenwriter Herman J. Mankiewicz as he races to finish the screenplay of Citizen Kane (1941).,https://m.media-amazon.com/images/M/MV5BOTA0NTI1ODYtZDVkMy00ZDU5LThiODgtYjEzYmNlZmUyYTg0XkEyXkFqcGc@._V1_SX300.jpg,131.0,0,991,991,66.0,83.0,-17.0,991,8,Drama
992,REC,2007,R,"Jaume Balagueró, Paco Plaza",A television reporter and cameraman follow emergency workers into a dark apartment building and are quickly locked inside with something terrifying.,https://m.media-amazon.com/images/M/MV5BMDEzNDc5ODMtZTAyNi00MTNkLThkNGUtZGE2MDY0MjBiYjMzXkEyXkFqcGc@._V1_SX300.jpg,78.0,0,992,992,74.0,90.0,-16.0,992,13,Horror
992,REC,2007,R,"Jaume Balagueró, Paco Plaza",A television reporter and cameraman follow emergency workers into a dark apartment building and are quickly locked inside with something terrifying.,https://m.media-amazon.com/images/M/MV5BMDEzNDc5ODMtZTAyNi00MTNkLThkNGUtZGE2MDY0MjBiYjMzXkEyXkFqcGc@._V1_SX300.jpg,78.0,0,992,992,74.0,90.0,-16.0,992,16,Mystery
992,REC,2007,R,"Jaume Balagueró, Paco Plaza",A television reporter and cameraman follow emergency workers into a dark apartment building and are quickly locked inside with something terrifying.,https://m.media-amazon.com/images/M/MV5BMDEzNDc5ODMtZTAyNi00MTNkLThkNGUtZGE2MDY0MjBiYjMzXkEyXkFqcGc@._V1_SX300.jpg,78.0,0,992,992,74.0,90.0,-16.0,992,22,Thriller
993,Speed,1994,R,Jan de Bont,"A deranged bomb expert, Howard Payne, rigs a city bus with a bomb that will explode if it drops below 50 mph. It's up to officer Jack Traven and passenger Annie Porter to work together to keep the bus moving and save everyone on b...",https://m.media-amazon.com/images/M/MV5BMDc2ODI5YWQtMmM2ZS00MTdmLWEyNWEtNmRmOGE5NGZlYWMzXkEyXkFqcGc@._V1_SX300.jpg,116.0,121248145,993,993,73.0,95.0,-22.0,993,1,Action
993,Speed,1994,R,Jan de Bont,"A deranged bomb expert, Howard Payne, rigs a city bus with a bomb that will explode if it drops below 50 mph. It's up to officer Jack Traven and passenger Annie Porter to work together to keep the bus moving and save everyone on b...",https://m.media-amazon.com/images/M/MV5BMDc2ODI5YWQtMmM2ZS00MTdmLWEyNWEtNmRmOGE5NGZlYWMzXkEyXkFqcGc@._V1_SX300.jpg,116.0,121248145,993,993,73.0,95.0,-22.0,993,2,Adventure
993,Speed,1994,R,Jan de Bont,"A deranged bomb expert, Howard Payne, rigs a city bus with a bomb that will explode if it drops below 50 mph. It's up to officer Jack Traven and passenger Annie Porter to work together to keep the bus moving and save everyone on b...",https://m.media-amazon.com/images/M/MV5BMDc2ODI5YWQtMmM2ZS00MTdmLWEyNWEtNmRmOGE5NGZlYWMzXkEyXkFqcGc@._V1_SX300.jpg,116.0,121248145,993,993,73.0,95.0,-22.0,993,22,Thriller
994,Ikiru,1952,Not Rated,Akira Kurosawa,A bureaucrat tries to find meaning in his life after he discovers he has terminal cancer.,https://m.media-amazon.com/images/M/MV5BMTFlMWIxMTItMTNhOC00NWI5LTg3ZmEtYzY5ZGY0YTA5ZmFlXkEyXkFqcGc@._V1_SX300.jpg,143.0,60239,994,994,90.0,98.0,-8.0,994,8,Drama
995,Ghostbusters: Afterlife,2021,PG-13,Jason Reitman,"When a single mom and her two kids arrive in a small town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind.",https://m.media-amazon.com/images/M/MV5BMDJmZmM2NmQtMzhlYi00MGNkLTlhMWUtYjM1MmFlMTA1YTliXkEyXkFqcGc@._V1_SX300.jpg,124.0,129471867,995,995,61.0,63.0,-2.0,995,2,Adventure
995,Ghostbusters: Afterlife,2021,PG-13,Jason Reitman,"When a single mom and her two kids arrive in a small town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind.",https://m.media-amazon.com/images/M/MV5BMDJmZmM2NmQtMzhlYi00MGNkLTlhMWUtYjM1MmFlMTA1YTliXkEyXkFqcGc@._V1_SX300.jpg,124.0,129471867,995,995,61.0,63.0,-2.0,995,5,Comedy
995,Ghostbusters: Afterlife,2021,PG-13,Jason Reitman,"When a single mom and her two kids arrive in a small town, they begin to discover their connection to the original Ghostbusters and the secret legacy their grandfather left behind.",https://m.media-amazon.com/images/M/MV5BMDJmZmM2NmQtMzhlYi00MGNkLTlhMWUtYjM1MmFlMTA1YTliXkEyXkFqcGc@._V1_SX300.jpg,124.0,129471867,995,995,61.0,63.0,-2.0,995,10,Fantasy
996,Sleepy Hollow,1999,R,Tim Burton,Ichabod Crane is sent to Sleepy Hollow to investigate the decapitations of three people; the culprit is legendary apparition The Headless Horseman.,https://m.media-amazon.com/images/M/MV5BYWIwMTIxZTQtNDZhNS00ZDZlLTg5MTEtOTNkMmNjOGUzMTA1XkEyXkFqcGc@._V1_SX300.jpg,105.0,101071502,996,996,70.0,71.0,-1.0,996,10,Fantasy
996,Sleepy Hollow,1999,R,Tim Burton,Ichabod Crane is sent to Sleepy Hollow to investigate the decapitations of three people; the culprit is legendary apparition The Headless Horseman.,https://m.media-amazon.com/images/M/MV5BYWIwMTIxZTQtNDZhNS00ZDZlLTg5MTEtOTNkMmNjOGUzMTA1XkEyXkFqcGc@._V1_SX300.jpg,105.0,101071502,996,996,70.0,71.0,-1.0,996,13,Horror
996,Sleepy Hollow,1999,R,Tim Burton,Ichabod Crane is sent to Sleepy Hollow to investigate the decapitations of three people; the culprit is legendary apparition The Headless Horseman.,https://m.media-amazon.com/images/M/MV5BYWIwMTIxZTQtNDZhNS00ZDZlLTg5MTEtOTNkMmNjOGUzMTA1XkEyXkFqcGc@._V1_SX300.jpg,105.0,101071502,996,996,70.0,71.0,-1.0,996,16,Mystery
997,The Karate Kid,1984,PG,John G. Avildsen,"Recently relocated from NJ to LA, Daniel becomes the target of a gang of Cobra Kai dojo students. When Mr. Miyagi saves him with expert Karate skills, Daniel convinces him to teach him to defend himself, and put his bullies in the...",https://m.media-amazon.com/images/M/MV5BM2I3ZmZhNzctMzBlNC00YTc2LWE1MmEtY2ZkMzg3Y2I1ZDJhXkEyXkFqcGc@._V1_SX300.jpg,126.0,91077276,997,997,75.0,81.0,-6.0,997,1,Action
997,The Karate Kid,1984,PG,John G. Avildsen,"Recently relocated from NJ to LA, Daniel becomes the target of a gang of Cobra Kai dojo students. When Mr. Miyagi saves him with expert Karate skills, Daniel convinces him to teach him to defend himself, and put his bullies in the...",https://m.media-amazon.com/images/M/MV5BM2I3ZmZhNzctMzBlNC00YTc2LWE1MmEtY2ZkMzg3Y2I1ZDJhXkEyXkFqcGc@._V1_SX300.jpg,126.0,91077276,997,997,75.0,81.0,-6.0,997,8,Drama
997,The Karate Kid,1984,PG,John G. Avildsen,"Recently relocated from NJ to LA, Daniel becomes the target of a gang of Cobra Kai dojo students. When Mr. Miyagi saves him with expert Karate skills, Daniel convinces him to teach him to defend himself, and put his bullies in the...",https://m.media-amazon.com/images/M/MV5BM2I3ZmZhNzctMzBlNC00YTc2LWE1MmEtY2ZkMzg3Y2I1ZDJhXkEyXkFqcGc@._V1_SX300.jpg,126.0,91077276,997,997,75.0,81.0,-6.0,997,9,Family
998,Raising Arizona,1987,PG-13,"Joel Coen, Ethan Coen","When a childless couple--an ex-con and an ex-cop--decide to help themselves to one of another family's quintuplets, their lives become more complicated than they anticipated.",https://m.media-amazon.com/images/M/MV5BNWIzMTdmZDgtZTc2NS00MDA1LWFiMmMtYzc5YzY0YTEyZjE5XkEyXkFqcGc@._V1_SX300.jpg,94.0,22847564,998,998,77.0,91.0,-14.0,998,5,Comedy
998,Raising Arizona,1987,PG-13,"Joel Coen, Ethan Coen","When a childless couple--an ex-con and an ex-cop--decide to help themselves to one of another family's quintuplets, their lives become more complicated than they anticipated.",https://m.media-amazon.com/images/M/MV5BNWIzMTdmZDgtZTc2NS00MDA1LWFiMmMtYzc5YzY0YTEyZjE5XkEyXkFqcGc@._V1_SX300.jpg,94.0,22847564,998,998,77.0,91.0,-14.0,998,6,Crime
999,Alita: Battle Angel,2019,PG-13,Robert Rodriguez,"A deactivated cyborg's revived, but can't remember anything of her past and goes on a quest to find out who she is.",https://m.media-amazon.com/images/M/MV5BYmZhZGQzM2MtMWEyZC00YTU1LTk4YTQtMTg3ZjEzM2U1NTkxXkEyXkFqcGc@._V1_SX300.jpg,122.0,85838210,999,999,64.0,61.0,3.0,999,1,Action
999,Alita: Battle Angel,2019,PG-13,Robert Rodriguez,"A deactivated cyborg's revived, but can't remember anything of her past and goes on a quest to find out who she is.",https://m.media-amazon.com/images/M/MV5BYmZhZGQzM2MtMWEyZC00YTU1LTk4YTQtMTg3ZjEzM2U1NTkxXkEyXkFqcGc@._V1_SX300.jpg,122.0,85838210,999,999,64.0,61.0,3.0,999,2,Adventure
999,Alita: Battle Angel,2019,PG-13,Robert Rodriguez,"A deactivated cyborg's revived, but can't remember anything of her past and goes on a quest to find out who she is.",https://m.media-amazon.com/images/M/MV5BYmZhZGQzM2MtMWEyZC00YTU1LTk4YTQtMTg3ZjEzM2U1NTkxXkEyXkFqcGc@._V1_SX300.jpg,122.0,85838210,999,999,64.0,61.0,3.0,999,19,Sci-Fi
1000,X-Men: The Last Stand,2006,PG-13,Brett Ratner,"The human government develops a cure for mutations, and Jean Grey becomes a darker uncontrollable persona called the Phoenix who allies with Magneto, causing escalation into an all-out battle for the X-Men.",https://m.media-amazon.com/images/M/MV5BMThmOWE3OWEtODJmNC00ZDEzLTk4MWUtNzEzM2RiNmJiZmU3XkEyXkFqcGc@._V1_SX300.jpg,104.0,234362462,1000,1000,52.0,56.0,-4.0,1000,1,Action
1000,X-Men: The Last Stand,2006,PG-13,Brett Ratner,"The human government develops a cure for mutations, and Jean Grey becomes a darker uncontrollable persona called the Phoenix who allies with Magneto, causing escalation into an all-out battle for the X-Men.",https://m.media-amazon.com/images/M/MV5BMThmOWE3OWEtODJmNC00ZDEzLTk4MWUtNzEzM2RiNmJiZmU3XkEyXkFqcGc@._V1_SX300.jpg,104.0,234362462,1000,1000,52.0,56.0,-4.0,1000,2,Adventure
1000,X-Men: The Last Stand,2006,PG-13,Brett Ratner,"The human government develops a cure for mutations, and Jean Grey becomes a darker uncontrollable persona called the Phoenix who allies with Magneto, causing escalation into an all-out battle for the X-Men.",https://m.media-amazon.com/images/M/MV5BMThmOWE3OWEtODJmNC00ZDEzLTk4MWUtNzEzM2RiNmJiZmU3XkEyXkFqcGc@._V1_SX300.jpg,104.0,234362462,1000,1000,52.0,56.0,-4.0,1000,19,Sci-Fi
1001,The Secret World of Arrietty,2010,G,Hiromasa Yonebayashi,"The Clock family are four-inch-tall people who live anonymously in another family's residence, borrowing simple items to make their home. Life changes for the Clocks when their teenage daughter Arrietty is discovered.",https://m.media-amazon.com/images/M/MV5BMTAxNjk3OTYyODReQTJeQWpwZ15BbWU3MDgyODY2OTY@._V1_SX300.jpg,94.0,19587032,1001,1001,76.0,94.0,-18.0,1001,2,Adventure
1001,The Secret World of Arrietty,2010,G,Hiromasa Yonebayashi,"The Clock family are four-inch-tall people who live anonymously in another family's residence, borrowing simple items to make their home. Life changes for the Clocks when their teenage daughter Arrietty is discovered.",https://m.media-amazon.com/images/M/MV5BMTAxNjk3OTYyODReQTJeQWpwZ15BbWU3MDgyODY2OTY@._V1_SX300.jpg,94.0,19587032,1001,1001,76.0,94.0,-18.0,1001,3,Animation
1001,The Secret World of Arrietty,2010,G,Hiromasa Yonebayashi,"The Clock family are four-inch-tall people who live anonymously in another family's residence, borrowing simple items to make their home. Life changes for the Clocks when their teenage daughter Arrietty is discovered.",https://m.media-amazon.com/images/M/MV5BMTAxNjk3OTYyODReQTJeQWpwZ15BbWU3MDgyODY2OTY@._V1_SX300.jpg,94.0,19587032,1001,1001,76.0,94.0,-18.0,1001,8,Drama
1002,Paterson,2016,R,Jim Jarmusch,"A quiet observation of the triumphs and defeats of daily life, along with the poetry evident in its smallest details.",https://m.media-amazon.com/images/M/MV5BMTUzODA4Nzk0OF5BMl5BanBnXkFtZTgwNzE1MDIwMDI@._V1_SX300.jpg,118.0,2152738,1002,1002,78.0,96.0,-18.0,1002,5,Comedy
1002,Paterson,2016,R,Jim Jarmusch,"A quiet observation of the triumphs and defeats of daily life, along with the poetry evident in its smallest details.",https://m.media-amazon.com/images/M/MV5BMTUzODA4Nzk0OF5BMl5BanBnXkFtZTgwNzE1MDIwMDI@._V1_SX300.jpg,118.0,2152738,1002,1002,78.0,96.0,-18.0,1002,8,Drama
1002,Paterson,2016,R,Jim Jarmusch,"A quiet observation of the triumphs and defeats of daily life, along with the poetry evident in its smallest details.",https://m.media-amazon.com/images/M/MV5BMTUzODA4Nzk0OF5BMl5BanBnXkFtZTgwNzE1MDIwMDI@._V1_SX300.jpg,118.0,2152738,1002,1002,78.0,96.0,-18.0,1002,18,Romance
1003,Lisa Frankenstein,2024,PG-13,Zelda Williams,"A coming of RAGE love story about a teenager and her crush, who happens to be a corpse. After a set of horrific circumstances bring him back to life, the two embark on a journey to find love, happiness - and a few missing body parts.",https://m.media-amazon.com/images/M/MV5BZGFhNGNiNTEtMjNiNC00MjE5LTk3OTYtYmNiY2IxMTNjNjczXkEyXkFqcGc@._V1_SX300.jpg,101.0,9774285,1003,1003,68.0,52.0,16.0,1003,5,Comedy
1003,Lisa Frankenstein,2024,PG-13,Zelda Williams,"A coming of RAGE love story about a teenager and her crush, who happens to be a corpse. After a set of horrific circumstances bring him back to life, the two embark on a journey to find love, happiness - and a few missing body parts.",https://m.media-amazon.com/images/M/MV5BZGFhNGNiNTEtMjNiNC00MjE5LTk3OTYtYmNiY2IxMTNjNjczXkEyXkFqcGc@._V1_SX300.jpg,101.0,9774285,1003,1003,68.0,52.0,16.0,1003,13,Horror
1003,Lisa Frankenstein,2024,PG-13,Zelda Williams,"A coming of RAGE love story about a teenager and her crush, who happens to be a corpse. After a set of horrific circumstances bring him back to life, the two embark on a journey to find love, happiness - and a few missing body parts.",https://m.media-amazon.com/images/M/MV5BZGFhNGNiNTEtMjNiNC00MjE5LTk3OTYtYmNiY2IxMTNjNjczXkEyXkFqcGc@._V1_SX300.jpg,101.0,9774285,1003,1003,68.0,52.0,16.0,1003,18,Romance
1004,X-Men Origins: Wolverine,2009,PG-13,Gavin Hood,"The early years of James Logan, featuring his rivalry with his brother Victor Creed, his service in the special forces team Weapon X, and his experimentation into the metal-lined mutant Wolverine.",https://m.media-amazon.com/images/M/MV5BZjQwOGEzNjUtNDgwYS00NzUzLWJhZjAtNmFlNzY2YTQyOTllXkEyXkFqcGc@._V1_SX300.jpg,107.0,179883157,1004,1004,47.0,37.0,10.0,1004,1,Action
